 EMILI Output File
 ------------------------------------
 Input Line List: zone-MYSO-emi.in
 Input Matched List: zone-MYSO-emi.match
 Results List: zone-MYSO-emi.out
 Short Results List: zone-MYSO-emi.dat
 Abundance Table: abun.dat
 Electron Temp:  10000.
 Electron Density:    100.
 Inst. Resolution:    100.

 ICF Values: Bin/%
 ix 1:    9.99999978E-03
 ix 2:   0.987000048    
 ix 3:    1.00000005E-03
 ix 4:    1.00000005E-03
 ix 5:    1.00000005E-03

 Velocity Structure: Bin/Vel(km/s)
 irvcor 1:    171.206421    
 irvcor 2:    160.233536    
 irvcor 3:    159.780563    
 irvcor 4:    160.551498    
 irvcor 5:    160.551498    

Observed Line:  4609.12  6.9E-04  S/N:     9.56 FWHM:  30.2
   4606.67 |    4607.030 [Fe III]   1746940929     38  4.1E-01 -23.7 3/0 5A
+  5047.65 |    5047.641$ Fe II     1746342141      7  1.2E-04   0.6 0/0 4B
+  5047.65 |    5047.738  He I       134237191    264  1.0E-04  -5.2 0/0 4B
+  5047.65 |    5047.747* O  I       536970252    262  5.1E-04  -5.7 0/0 3A
+  5047.65 |    5047.831  C  II      403853436    263  5.8E-04 -10.7 7/0 6D
   5047.64 |    5048.193 [Fe II]    1745942547     40  4.0E-02 -32.6 2/0 6D
   5047.65 |    5048.435$ Fe II     1746353406      7  1.2E-04 -46.6 0/0 8 
   5047.64 |    5049.003 [Cr II]    1611726858     55  4.6E-04 -80.7 3/0 9 
   5047.64 |    5049.030  C  I       402865168    262  1.9E-04 -82.3 4/1 9  5057.560 -97.3
   5047.64 | >  5049.287 [Fe II]    1745911816     56  1.9E-01 -97.6 6/0 0<

Observed Line:  5058.62  9.8E-03  S/N:    21.49 FWHM:  59.0
   5055.93 |    5055.319  Fe II     1746132089      8  6.8E-04  36.1 5/0 7 
   5055.93 |    5055.460$ Ar I      1208410127      6  1.8E-06  27.7 0/0 7 
   5055.93 |    5055.572  Ni II     1880309862      7  3.8E-06  21.1 7/0 8 
   5055.92 |    5055.600  S  I      1073961022      5  8.2E-06  19.0 1/0 6 
+  5055.93 |    5055.790 [Co III]   1814062096     38  3.0E-05   8.1 4/0 5D
+  5055.92 |    5055.804$ Fe I      1745670274      8  2.7E-05   6.9 0/0 3B
+  5055.93 |    5055.984  Si II      940591117    263  1.3E-04  -3.4 2/1 2A 5041.024  -8.3
+  5055.93 |    5056.020$ Ar I      1208409103      6  1.8E-06  -5.5 0/0 4C
+  5055.93 |    5056.194$ Ni II     1880352894      7  3.6E-06 -15.8 0/0 5D
+  5055.93 |    5056.222  Cr II     1612218653      7  1.3E-06 -17.5 8/0 7 
   5055.93 |    5056.316  Si II      940590093    263  1.3E-04 -23.1 2/0 6 
   5055.93 |    5056.430$ Ar I      1208408079      6  1.8E-06 -29.8 0/0 7 
   5055.91 |    5056.600$ O  III     539162764      5  5.6E-06 -40.7 0/0 8 
   5055.93 |    5056.848  Mn II     1679118563      7  7.0E-07 -54.6 5/0 * 
   5055.93 |    5056.880$ Ar I      1208297483      6  1.9E-06 -56.5 0/0 8 
   5055.93 |    5056.970$ Ar I      1208407055      6  1.8E-06 -61.9 0/0 8 
   5055.93 |    5057.112  Ni II     1880649933      7  3.1E-06 -70.3 2/0 * 
   5055.93 |    5057.120$ Ni II     1880341626      7  3.6E-06 -70.8 0/0 8 
   5055.92 |    5057.154$ Fe I      1745655936      8  2.7E-05 -73.2 0/0 7 
   5055.93 |    5057.171$ Ni II     1880351870      7  3.6E-06 -73.8 0/0 8 
   5055.93 |    5057.194  Cr II     1611921551      7  5.5E-06 -75.1 5/0 * 
   5055.93 |    5057.217$ Ni II     1880406137      7  3.5E-06 -76.5 0/0 8 
   5055.93 |    5057.358  Mn II     1679117539      7  7.0E-07 -84.9 5/0 * 
   5055.93 | >  5057.572  Fe II     1746166954      8  4.2E-04 -97.5 7/0 0<

Observed Line:  5134.32  1.7E-04  S/N:     2.44 FWHM:  12.4
+  5131.57 |    5131.170 [Ni V]     1883267084     54  5.9E-06  23.6 1/0 6 
+  5131.59 |    5131.210  Fe II     1746131065      8  6.9E-04  22.0 4/0 5C
+  5131.59 |    5131.253* O  I       536968204    262  5.2E-04  19.5 0/0 3A
+  5131.58 |    5131.469  Fe I      1744952336      8  1.0E-04   6.5 6/0 5C
+  5131.58 |    5131.510  C  I       402851855    262  1.9E-04   4.0 5/0 5C
+  5131.58 |    5131.647$ Fe I      1745664133      8  2.7E-05  -4.0 0/0 4B
+  5131.58 |    5131.900  C  I       402852879    262  1.9E-04 -18.8 5/0 6 
+  5131.59 |    5131.910  N  I       469954576    262  6.1E-05 -18.9 7/0 6 
+  5131.59 |    5132.148  V  II     1544645680      7  9.5E-06 -32.8 5/0 7 
   5131.59 |    5132.270  N  I       469953552    262  6.1E-05 -40.0 9/0 7 
   5131.59 |    5132.340  N  I       469981205    262  6.1E-05 -44.0 3/0 7 
   5131.59 |    5132.400  N  I       469948431    262  6.1E-05 -47.6 7/0 7 
   5131.59 |    5132.490  N  I       469952528    262  6.1E-05 -52.8 9/0 8 
   5131.59 |    5132.490 [Co III]   1814062097     54  3.0E-05 -52.8 6/0 9 
   5131.57 |    5132.600  O  IV      540190881    261  9.1E-06 -60.0 0/0 7 
   5131.58 |    5132.620 [Ni II]    1880112133     55  4.8E-03 -60.8 4/0 7 
   5131.59 |    5132.662  Fe II]    1746103402     24  3.5E-05 -62.9 4/0 9 
   5131.59 |    5132.669  Fe II]    1745950752     24  8.1E-04 -63.3 4/0 7 
   5131.58 |    5132.768$ Fe I      1745648772      8  2.7E-05 -69.5 0/0 8 
   5131.58 |    5132.900  S  I      1073970252      5  8.1E-06 -77.2 1/0 9 
   5131.59 |    5132.947  C  II      403760150    263  5.8E-04 -79.5 6/0 8 
   5131.59 |    5133.037$ Fe II     1746351360      7  1.2E-04 -84.8 0/0 7 
   5131.59 |    5133.134  Cr II     1611919503      7  5.7E-06 -90.4 7/0 * 
   5131.59 |    5133.282  C  II      403761175    263  5.8E-04 -99.1 4/0 8 
   5131.59 |    5133.370  Fe II     1746422041      6  1.1E-04-104.2 8/0 9 
   5131.59 |    5133.667$ S  II     1074985036      7  2.6E-05-121.6 0/0 8 
   5131.58 |    5133.688  Fe I      1745222747      8  3.6E-05-123.3 2/0 * 
   5131.58 |    5133.960  C  I       402853903    262  1.9E-04-139.1 4/0 9 
   5131.59 |    5133.980  O  I       537036845      6  4.5E-04-139.9 2/0 9 
   5131.59 |    5134.385  Fe II     1746114675      8  8.1E-04-163.5 2/0 8 
   5131.59 | >  5135.020 [Fe III]   1746959380     38  2.4E-02-200.6 5/0 0<

Observed Line:  5149.29  8.5E-04  S/N:     1.61 FWHM:  17.4
+  5146.55 |    5146.092  O  I       537038897      8  4.4E-04  26.6 3/2 3A 5130.580  58.8 5130.596  57.9
+  5146.55 |    5146.108  O  I       537038898      8  4.4E-04  25.7 4/3 3A 5130.580  58.8 5130.596  57.9 5130.655  54.5
+  5146.55 |    5146.127  Fe II]    1745951777     24  8.0E-04  24.6 7/0 6 
+  5146.55 |    5146.450 [Fe III]   1746975774     38  3.4E-03   5.8 4/0 4 
+  5146.55 |    5146.575* O  I       536962060    264  5.2E-04  -1.5 0/0 3A
+  5146.55 |    5146.700  O  I       537123997      5  4.3E-04  -8.8 0/0 3A
+  5146.55 |    5146.700 [Fe III]   1746974750     38  3.4E-03  -8.8 2/0 4 
+  5146.54 |    5147.255 [Co II]    1813034004     39  7.1E-05 -41.6 2/0 7 
   5146.55 |    5148.000 [Fe III]   1746971680     38  3.5E-03 -84.6 3/0 7 
   5146.54 |    5148.042  Fe I      1745258596      8  3.4E-05 -87.5 */0 9 
   5146.55 |    5148.201  Fe II]    1745966121     24  6.0E-04 -96.3 4/0 8 
   5146.55 |    5148.231  Fe II]    1746072675     24  5.3E-05 -98.0 4/0 * 
   5146.55 |    5148.250  N  I       469967891    262  6.1E-05 -99.1 6/0 * 
   5146.55 |    5148.350 [Fe III]   1746960406     38  2.4E-02-105.0 2/0 8 
   5146.54 |    5148.390  C  I       402853905    262  1.9E-04-107.7 2/0 * 
   5146.55 |    5148.908$ Fe II     1746364678      7  1.2E-04-137.5 0/0 8 
   5146.55 |    5149.021 [Mn III]   1679854611     39  3.9E-05-144.0 4/0 * 
   5146.55 |    5149.465$ Fe II     1746381072      7  1.2E-04-169.9 0/0 8 
   5146.55 |    5149.933  Fe II     1746135187      7  5.9E-04-197.1 2/0 9 
   5146.55 |    5150.489$ Fe II     1746379024      7  1.2E-04-229.5 0/0 8 
   5146.55 | >  5151.920 [Fe III]   1746933761     54  5.1E-01-312.8 2/1 0< 4936.360-337.7

Observed Line:  5161.31  5.3E-03  S/N:    14.70 FWHM:  62.0
   5158.56 |    5158.001 [Fe II]    1745905671     56  2.0E-01  32.2 5/0 7C
+  5158.55 |    5158.410 [Fe VII]   1751128066     54  2.8E-03   8.1 5/0 5B
+  5158.56 |    5158.777 [Fe II]    1745907718     56  2.1E-01 -12.9 2/1 3A 5261.621  -6.9
   5158.56 |    5159.610 [Fe III]   1746973726     38  3.4E-03 -60.9 5/0 9D
   5158.56 | >  5160.839  Fe II     1746043990      8  3.1E-03-132.3 3/0 0<

Observed Line:  5191.72  8.4E-04  S/N:     1.96 FWHM: 117.1
+  5188.96 |    5188.354  Ni II     1880766696      7  3.0E-06  34.8 2/0 7 
+  5188.96 |    5188.611$ Ne I       671170567      8  6.0E-05  20.0 0/0 3A
+  5188.96 |    5188.680  Ti II     1477490712      7  4.1E-06  16.0 3/0 6 
+  5188.96 |    5188.694  Fe II]    1746139295     24  1.4E-05  15.2 */0 5 
+  5188.96 |    5188.919  Cr II     1611841631      7  2.4E-05   2.2 2/0 5 
+  5188.94 |    5189.000  O  IV      540134484    261  9.1E-06  -3.3 1/0 4C
+  5188.76 |    5188.844  Ca I      1342227465    264  3.3E-06  -4.9 0/0 4C
+  5188.96 |    5189.089  S  II     1074894904    263  2.6E-05  -7.7 2/0 5 
+  5188.95 |    5189.146$ Fe I      1745551485      8  2.8E-05 -11.4 0/0 3A
+  5188.76 |    5189.108  Ti I      1476475910      8  7.6E-07 -20.2 5/0 6 
+  5188.96 |    5189.395  N  I       469934098    264  6.2E-05 -25.3 2/0 5 
+  5188.96 |    5189.636  Ni II     1880773858      7  3.0E-06 -39.3 4/0 7 
   5188.96 |    5189.722$ S  II     1074979915      7  2.6E-05 -44.2 0/0 5 
   5188.94 |    5189.710  N  IV      473034842    262  1.2E-06 -44.3 0/0 6 
   5188.96 |    5189.757  Mn II     1679113424      7  7.5E-07 -46.3 */0 8 
   5188.96 |    5189.927  S  II     1074893880    263  2.6E-05 -56.1 2/0 7 
   5188.95 |    5190.042*[Cr II]    1611735060     55  2.9E-04 -63.1 0/0 5 
   5188.96 |    5190.100$ Ar I      1208290318      6  1.9E-06 -66.1 0/0 7 
   5188.94 |    5190.100$ O  III     539162773      5  5.6E-06 -66.9 0/0 7 
   5188.96 |    5190.162  Fe II     1746254041      7  2.3E-04 -69.7 7/0 7 
   5188.95 |    5190.400  Mg I       805511323      5  2.0E-05 -83.9 0/0 7 
   5188.94 |    5190.499  O  II      537974816    263  2.8E-06 -89.9 3/0 * 
   5188.96 |    5190.736$ Fe II     1746363655      7  1.2E-04-102.8 0/0 6 
   5188.96 |    5190.911$ Fe II     1746397453      7  1.2E-04-113.0 0/0 6 
   5188.94 |    5191.200  O  IV      540127315    261  9.1E-06-130.4 1/0 8 
   5188.96 |    5191.300 [Cr III]   1612752926     38  8.9E-05-135.4 5/0 8 
   5188.96 |    5191.322$ Ne I       671204366    648  6.0E-05-136.7 0/0 7 
   5188.95 |    5191.385  Fe I]     1745023035     24  1.2E-06-140.8 4/0 * 
   5188.96 |    5191.393  P  II     1007717391      7  8.4E-07-140.8 2/0 * 
   5188.96 |    5191.428  Cr II]    1611754519     23  5.2E-06-142.8 7/0 * 
   5188.95 |    5191.454  Fe I      1744995378      8  6.4E-05-144.8 8/0 8 
   5188.96 |    5191.587  Fe II]    1745965097     24  6.1E-04-152.0 4/0 8 
   5188.94 |    5191.660 [Ni VI]    1884305412     54  2.1E-06-157.0 4/0 * 
   5188.96 |    5191.800  O  I       537197727      5  4.3E-04-164.3 0/0 6 
   5188.96 |    5191.802  N  I       469932047    264  6.2E-05-164.4 7/0 8 
   5188.96 |    5191.820 [Ar III]   1210061828     54  2.7E-05-165.5 0/0 7 
   5188.95 |    5192.000  S  I      1073961034      5  8.2E-06-176.3 2/0 9 
   5188.95 |    5192.002  Cr I      1610832946      7  7.0E-07-176.4 */1 9  5273.459-160.1
   5188.96 |    5192.016$ Ni II     1880676565      7  3.0E-06-176.8 0/0 8 
   5188.94 |    5192.013  Ni III    1881209897      7  1.6E-06-177.4 6/0 * 
   5188.95 |    5192.046$ Fe I      1745667206      8  2.7E-05-178.9 0/0 7 
   5188.96 |    5192.060 [Co III]   1814052873     38  2.1E-04-179.3 2/0 8 
   5188.95 |    5192.064 [Co II]    1813032980     55  7.2E-05-180.0 4/0 8 
   5188.95 |    5192.344  Fe I      1744990255      8  6.5E-05-196.1 7/0 8 
   5188.96 |    5192.442  Fe II     1746165931      8  4.3E-04-201.4 7/0 8 
   5188.94 | >  5193.910  Fe III    1747009582    263  5.1E-04-286.9 4/0 0<

Observed Line:  5201.02  5.1E-03  S/N:     2.31 FWHM:  52.0
   5198.25 |    5197.577  Fe II     1745962024      8  2.0E-02  38.9 8/0 6B
+  5198.24 |    5197.902 [N  I]      469765121     56  8.2E-02  19.7 1/0 4A
+  5198.24 |    5198.752 [Cr II]    1611727883     39  4.6E-04 -29.3 4/0 7 
   5198.25 |    5199.121$ Fe II     1746342147      7  1.2E-04 -50.2 0/0 6B
   5198.24 |    5199.173 [Fe II]    1745926155     40  1.1E-01 -53.6 4/0 6B
   5198.24 |    5199.469 [Cr II]    1611698181     55  1.0E-03 -70.7 4/0 8 
   5198.24 |    5200.257 [N  I]      469764097     56  8.2E-02-116.2 1/0 7 
   5198.24 |    5200.313 [Cr II]    1611727885     39  4.6E-04-119.4 4/0 * 
   5198.24 |    5200.719 [Cr II]    1611727886     55  4.6E-04-142.8 4/0 * 
   5198.25 |    5200.804$ Fe II     1746351365      7  1.2E-04-147.2 0/0 8 
   5198.25 |    5201.236$ Fe II     1746374930      7  1.2E-04-172.1 0/0 8 
   5198.25 | >  5202.592$ Fe II     1746342148      7  1.2E-04-250.3 0/0 0<

Observed Line:  5222.93  7.5E-04  S/N:     9.64 FWHM:  52.1
+  5220.14 |    5220.059 [Fe II]    1745909767     56  2.1E-01   4.8 8/3 0A 5158.777 -12.9 5261.621  -6.9 5333.646  -5.9
   5219.95 |    5221.432  Fe I]     1744851970     24  5.1E-04 -85.1 5/0 9B
   5220.15 | >  5222.473  Fe II     1746132090      8  6.8E-04-133.4 7/0 0<

Observed Line:  5264.31  5.0E-03  S/N:    14.17 FWHM:  45.9
+  5261.50 |    5261.621 [Fe II]    1745908743     56  2.1E-01  -6.9 5/3 0A 5158.777 -12.9 5333.646  -5.9 5220.059   4.8
   5261.51 |    5262.100  O  I       537109651      5  4.3E-04 -33.8 0/0 7B
   5261.51 |    5262.479  Fe II]    1745964073     24  6.2E-04 -55.4 2/0 9C
   5261.51 | >  5263.331$ Fe II     1746354439      7  1.2E-04-103.9 0/0 0<

Observed Line:  5273.46  2.3E-03  S/N:     5.65 FWHM:  51.6
   5270.65 |    5270.134 [Cr II]    1611694084     39  1.1E-03  29.1 9/0 8C
+  5270.65 |    5270.400 [Fe III]   1746933762     38  5.1E-01  14.4 2/0 4A
+  5270.65 |    5270.610  C  II      403936400    262  5.8E-04   2.4 5/0 6B
   5270.65 |    5272.397  Fe II     1746065500      8  2.3E-03 -99.3 3/0 9D
   5270.65 | >  5273.346 [Fe II]    1745904646     56  2.2E-01-153.7 2/0 0<

Observed Line:  5319.60  1.4E-03  S/N:     3.10 FWHM:  33.6
   5316.77 |    5316.150  O  I       537049149      6  4.4E-04  34.9 1/0 6D
   5316.77 |    5316.162 [Ni III]   1881181201     39  5.1E-05  34.2 5/0 8 
   5316.77 |    5316.225$ Fe II     1746338058      7  1.2E-04  30.6 0/0 6D
+  5316.76 |    5316.418  Fe I      1745536128      8  2.8E-05  19.3 9/0 7 
+  5316.76 |    5316.570  C  I       402896916      6  1.9E-04  10.8 2/0 6D
+  5316.77 |    5316.615  Fe II     1745958949      8  2.2E-02   8.6 2/0 3A
+  5316.77 |    5316.804$ Ne I       671170569      8  6.0E-05  -2.0 0/0 4B
+  5316.76 |    5316.931$ Fe I      1745638537      8  2.7E-05  -9.6 0/0 4B
   5316.76 |    5317.420  C  I       402809873    262  1.9E-04 -37.2 4/0 8 
   5316.76 |    5317.446  Fe I      1745017920      8  5.7E-05 -38.6 5/0 8 
   5316.76 |    5317.514$ Fe I      1745611911      8  2.7E-05 -42.5 0/0 7 
   5316.76 |    5317.525  Fe I      1745200217      8  3.8E-05 -43.1 4/0 9 
   5316.77 |    5317.561$ Fe II     1746374926      7  1.2E-04 -44.7 0/0 7 
   5316.77 |    5318.057$ Fe II     1746359564      7  1.2E-04 -72.7 0/0 8 
   5316.77 |    5318.124  O  I       537046077      8  4.4E-04 -76.5 1/0 8 
   5316.77 |    5318.187$ Fe II     1746357516      7  1.2E-04 -80.0 0/0 8 
   5316.77 |    5318.284$ Fe II     1746376980      7  1.2E-04 -85.5 0/0 8 
   5316.77 |    5318.382  Cr II     1611749398      7  1.9E-04 -91.0 6/0 * 
   5316.76 |    5318.410  C  I       402808849    262  1.9E-04 -93.0 4/0 * 
   5316.77 |    5318.440  N  I       469953555    262  6.1E-05 -94.3 7/0 * 
   5316.77 |    5318.539  O  I       537045053      8  4.4E-04 -99.9 2/0 9 
   5316.77 |    5318.660  N  I       469952531    262  6.1E-05-106.7 7/0 * 
   5316.77 |    5318.750$ Fe II     1746336010      7  1.2E-04-111.8 0/0 8 
   5316.77 |    5318.920  Si II      940680278    262  5.7E-05-121.4 5/0 * 
   5316.76 |    5319.036  Fe I      1745467515      8  2.9E-05-128.3 5/0 * 
   5316.76 |    5319.211  Fe I      1745177687      8  3.9E-05-138.2 4/0 * 
   5316.76 | >  5321.460 [Cr II]    1611720711     55  5.3E-04-264.9 */0 0<

Observed Line:  5336.39  1.9E-03  S/N:     9.07 FWHM:  63.8
   5333.55 |    5332.889  C  II      403742740    263  5.8E-04  37.1 1/0 9C
+  5333.54 |    5333.646 [Fe II]    1745909768     56  2.1E-01  -5.9 9/4 0A 5158.777 -12.9 5261.621  -6.9 5376.452  -8.6
+  5333.55 |    5333.670 [Co III]   1814046723     54  1.1E-03  -6.8 4/0 6B
   5333.55 |    5334.789  C  II      403742741    263  5.8E-04 -69.7 1/0 9C
   5333.54 |    5335.180 [Fe VI]    1750078465     54  2.8E-03 -92.4 8/0 9C
   5333.55 | >  5335.253$ Fe II     1746377999      7  1.2E-04 -95.8 0/0 0<

Observed Line:  5379.17  1.1E-03  S/N:     9.29 FWHM:  56.7
+  5376.31 |    5376.085  Fe II     1746165940      8  4.3E-04  12.3 7/0 7B
+  5376.30 |    5376.452 [Fe II]    1745910793     56  2.0E-01  -8.6 9/4 0A 5158.777 -12.9 5261.621  -6.9 5333.646  -5.9
   5376.30 |    5377.418*[Cr II]    1611731984     39  4.3E-04 -62.5 0/0 8C
   5376.31 |    5377.890  C  II      403900556    262  5.8E-04 -88.4 4/0 9D
   5376.31 | >  5378.350  O  I       537243836      6  4.3E-04-114.0 1/0 0<

Observed Line:  5416.02  2.4E-04  S/N:     1.28 FWHM:  42.1
+  5413.13 |    5412.654 [Fe II]    1745903624     39  2.1E-01  26.3 4/0 4A
+  5413.14 |    5412.898  O  I       537103512      8  4.3E-04  13.2 1/0 5C
+  5413.13 |    5413.345 [Fe II]    1745900550     55  2.3E-01 -12.0 3/0 4A
+  5413.13 |    5413.439 [Mn II]    1678801925     55  3.7E-04 -17.2 8/0 6D
   5413.14 |    5415.000  O  I       537247936      5  4.3E-04-103.2 0/0 7 
   5413.13 |    5415.023 [Mn II]    1678795779     39  3.9E-04-104.9 3/0 9 
   5413.14 |    5418.059  Fe II     1746164914      8  4.5E-04-272.5 2/0 * 
   5413.14 |    5418.230 [Cr III]   1612722177     54  7.5E-03-282.0 */0 9 
   5413.14 | >  5418.287  Ni II     1880802581      7  3.0E-06-285.2 0/0 0<

Observed Line:  5435.79  5.3E-04  S/N:     3.05 FWHM:  31.5
+  5432.89 |    5433.129 [Fe II]    1745904647     56  2.2E-01 -13.3 4/0 3A
+  5432.90 |    5433.290 [Cr III]   1612724227     54  7.4E-03 -21.7 6/0 6B
+  5432.90 |    5433.325  Fe II     1746164915      8  4.5E-04 -23.6 4/0 7C
   5432.89 |    5434.524  Fe I      1744893962      8  2.7E-04 -90.3 */0 * 
   5432.90 |    5435.938* O  I       536924168    264  5.5E-04-167.9 0/0 8D
   5432.90 | >  5436.430 [Cr III]   1612722178     38  7.5E-03-195.0 7/0 0<

Observed Line:  5520.66  2.3E-03  S/N:    16.58 FWHM:  46.2
   5517.71 |    5517.183  Mg I       805495815      7  2.8E-05  28.8 0/0 7 
   5517.72 |    5517.407  S  II     1074891834    263  2.6E-05  17.1 2/0 8 
+  5517.71 |    5517.420 [Fe VI]    1750090764     38  1.7E-04  15.6 2/0 6 
+  5517.72 |    5517.600  N  I       470013977    261  6.0E-05   6.6 1/0 4B
+  5517.71 |    5517.660 [Ni IV]    1882199041     54  9.0E-05   2.6 2/0 5D
+  5517.72 |    5517.720 [Cl III]   1142950913     54  5.3E-03   0.1 1/1 0A 5537.890 -10.3
+  5517.71 |    5517.810  Mg I       805494791      7  2.8E-05  -5.3 0/0 4B
+  5517.71 |    5518.000  S  I      1073957974      5  8.2E-06 -15.6 2/0 7 
   5517.72 |    5518.102  N  I       469912592    264  6.2E-05 -20.7 7/0 7 
   5517.71 |    5518.481  Mg I       805493767      7  2.8E-05 -41.7 0/0 8 
   5517.71 |    5518.567  Fe I      1745511557      8  2.8E-05 -46.4 8/0 * 
   5517.72 |    5518.575  N  I       469911568    264  6.2E-05 -46.4 9/0 9 
   5517.71 |    5518.586$ Si I       939885582      7  2.3E-05 -47.4 0/0 8 
   5517.71 |    5518.600  S  I      1073931326      5  8.2E-06 -48.2 1/0 9 
   5517.72 |    5518.714  S  II     1074863151    263  2.6E-05 -54.0 3/0 * 
   5517.72 |    5518.928  S  II     1074915389    263  2.6E-05 -65.6 2/0 * 
   5517.71 |    5519.197  Mg I       805492743      7  2.8E-05 -80.6 0/0 8 
   5517.72 | >  5519.845  Fe II]    1745965098     24  6.1E-04-115.4 4/2 0< 5148.201 -96.3 5191.587-152.0

Observed Line:  5540.65  1.9E-03  S/N:    10.64 FWHM:  47.0
   5537.69 |    5537.232 [Cr II]    1611728911     55  4.5E-04  24.9 3/0 7 
   5537.70 |    5537.349  Fe II     1746283756      7  1.8E-04  19.0 2/0 7 
+  5537.70 |    5537.609  C  II      403734547    263  5.8E-04   4.9 1/0 3B
+  5537.69 |    5537.616  Mg I       805478407      7  2.8E-05   4.1 0/0 4C
+  5537.69 |    5537.720 [Cr II]    1611728913     55  4.5E-04  -1.5 4/0 5D
+  5537.70 |    5537.890 [Cl III]   1142949889     54  5.3E-03 -10.3 1/1 2A 5517.720   0.1
+  5537.70 |    5537.899  Fe II]    1746132101     24  1.9E-05 -10.8 5/0 7 
   5537.69 |    5538.055  Fe I      1745484928      8  2.9E-05 -19.6 9/0 8 
   5537.69 |    5538.100  S  I      1073936449      5  8.2E-06 -22.1 2/0 8 
   5537.69 |    5538.200  S  I      1073936450      5  8.2E-06 -27.5 2/0 9 
   5537.69 |    5538.337 [Cr II]    1611724811     55  5.2E-04 -34.9 7/0 9 
   5537.69 |    5538.349 [Cr II]    1611724812     39  5.2E-04 -35.6 2/0 9 
   5537.69 |    5538.516  Fe I      1745197151      8  3.8E-05 -44.6 8/1 9  5334.326 -44.1
   5537.70 |    5538.652$ Ne I       671171597      8  6.0E-05 -51.5 0/0 7 
   5537.70 |    5539.216  Fe II]    1746162870     24  1.1E-05 -82.1 5/0 * 
   5537.69 | >  5540.107 [Cr II]    1611724813     39  5.2E-04-130.8 5/0 0<

Observed Line:  5580.54  5.6E-04  S/N:     1.50 FWHM:   9.8
+  5577.57 |    5577.090  C  II      403935379    262  5.8E-04  25.8 2/0 7B
+  5577.56 |    5577.339 [O  I]      536876036     56  1.5E-01  12.0 0/0 2A
   5577.56 |    5578.942 [Cr II]    1611727887     55  4.6E-04 -74.2 3/0 9 
   5577.56 |    5579.026 [Cr II]    1611683843     39  1.2E-03 -78.7 7/0 8C
   5577.56 |    5579.353 [Cr II]    1611727888     55  4.6E-04 -96.3 4/0 * 
   5577.56 |    5579.437 [Cr II]    1611727889     55  4.6E-04-100.8 4/0 * 
   5577.56 |    5579.696 [Mn II]    1678796806     39  3.9E-04-114.8 */1 9  5415.023-104.9
   5577.56 |    5580.821 [Fe II]    1745931278     40  7.8E-02-175.2 4/0 8C
   5577.56 |    5581.860 [Fe II]    1745900551     55  2.3E-01-231.0 4/0 8C
   5577.56 |    5582.008 [Fe II]    1745899525     40  2.7E-01-239.0 4/0 8C
   5577.56 | >  5582.859 [Fe II]    1745933328     56  7.5E-02-284.7 4/0 0<

Observed Line:  5749.85  7.6E-04  S/N:    10.26 FWHM:  57.2
+  5746.78 |    5746.966 [Fe II]    1745921035     40  1.4E-01  -9.7 2/0 4A
   5746.79 |    5747.885  Fe II     1746029655      7  3.7E-03 -57.2 2/0 9B
   5746.78 | >  5749.402 [Co II]    1813006338     55  6.8E-04-136.8 7/0 0<

Observed Line:  5757.66  4.5E-03  S/N:    20.02 FWHM:  50.8
+  5754.60 |    5754.644 [N  II]     470815748     55  2.1E-01  -2.5 0/0 1A
   5754.59 | >  5756.736 [Fe II]    1745940500     56  4.8E-02-112.0 3/0 0<

Observed Line:  5869.92  1.8E-03  S/N:     1.58 FWHM:  98.3
+  5866.79 |    5866.260  O  I       537059430    262  4.4E-04  27.4 2/0 7C
+  5866.79 |    5867.120  O  I       537057382    262  4.4E-04 -16.6 1/0 5A
+  5866.57 |    5867.177 [Fe I]     1744846852     40  6.0E-04 -30.9 8/0 6B
   5866.79 |    5868.890  Ni II     1880152085      6  8.5E-05-107.1 4/0 * 
   5866.78 |    5869.023  He II      135443486      7  3.2E-04-114.6 0/0 8 
   5866.79 |    5869.759  Fe II]    1745998924     23  1.3E-04-151.5 4/0 * 
   5866.79 |    5870.020 [Fe II]    1745935377     55  6.8E-02-165.2 2/0 7C
   5866.57 | >  5872.784 [Fe I]     1744845827     40  6.1E-04-317.3 7/0 0<

Observed Line:  5878.78  8.0E-02  S/N:    25.84 FWHM:  49.0
